PrjUID,颱風,核列序號,工程代碼,機關名稱,復建工程名稱,鄉(鎮市),審議經費(千元),實際進度%,完工期限,發包日期,完工日期
Prj1206181957050420712,101年6月泰利颱風,026,C1,臺南市政府,楠西區南192線2K+500(高枝社區54)道路復建工程,楠西區,514,100,2012.12.25,2012.10.24,2012.11.30
Prj1206151451455710124,101年6月泰利颱風,027,C1,臺南市政府,大內區其子瓦南184線5k+620(其瓦高幹32)道路復建工程,大內區,423,100,2012.12.25,2012.11.15,2012.12.24
Prj1206161307234760032,101年6月泰利颱風,028,C1,臺南市政府,南化區關山里南179線13K+800(北關高分382)道路復建工程,南化區,571,100,2012.12.25,2012.11.20,2013.01.31
Prj1206191254452000408,101年6月泰利颱風,029,C1,臺南市政府,後壁區南82線5K~6K(後菁高幹41B1~後菁高幹46)道路復建工程,後壁區,197,100,2012.12.25,2012.11.07,2012.12.17
Prj1206141320573780082,101年6月泰利颱風,030,C1,臺南市政府,六甲區甲東里南110線12K+466(大丘高幹48右2)道路復建工程,六甲區,185,100,2012.12.25,2012.10.18,2012.11.15
Prj1206151758566650368,101年6月泰利颱風,031,C1,臺南市政府,南化區關山里南179線3K+800(關山二號橋)道路復建工程,南化區,477,100,2012.12.25,2012.11.20,2013.01.31
Prj1206191233334200401,101年6月泰利颱風,001,C2,臺南市政府,龍崎區牛埔里烏山頭里道(茄苳分35左4-5)復建工程,龍崎區,9113.00,100,2012.12.25,2013.01.15,2013.06.24
Prj1206150809581120032,101年6月泰利颱風,002,C2,臺南市政府,官田區大崎里嘉南球場後方往大井部落道路改善工程,官田區,7076.00,100,2012.12.25,2013.04.23,2013.10.22
Prj1206261523297600652,101年6月泰利颱風,003,C2,臺南市政府,龍崎區石嘈里蜈蜞埔里道(蜈蜞高枝27-28對面)復建工程,龍崎區,236,100,2012.12.25,2012.11.27,2013.01.31
Prj1206261532578480680,101年6月泰利颱風,004,C2,臺南市政府,龍崎區石嘈里蜈蜞埔里道(蜈蜞高枝30-31)復建工程,龍崎區,661,100,2012.12.25,2012.11.27,2013.01.31
Prj1206261619313450820,101年6月泰利颱風,005,C2,臺南市政府,龍崎區龍船里瓦厝里道(瓦厝高枝14)復建工程,龍崎區,1664.00,100,2012.12.25,2013.01.08,2013.03.26
Prj1206191555389340799,101年6月泰利颱風,006,C2,臺南市政府,東山區南勢里坪園子部落(雙溪高幹263右1)道路復建工程,東山區,1139.00,100,2012.12.25,2012.11.28,2013.03.21
Prj1206261611032810798,101年6月泰利颱風,007,C2,臺南市政府,龍崎區楠坑里1鄰(中坑高分16)道路復建工程,龍崎區,428,100,2012.12.25,2012.12.10,2013.02.25
Prj1206221511259760892,101年6月泰利颱風,008,C2,臺南市政府,新化區礁坑里巷道(過嶺高分64)復建工程,新化區,934,100,2012.12.25,2012.10.18,2012.12.12
Prj1206191044340900136,101年6月泰利颱風,009,C2,臺南市政府,龍崎區土崎里尖峰巷道(尖峰高幹349)復建工程,龍崎區,656,100,2012.12.25,2012.10.30,2013.01.22
Prj1206191150107250330,101年6月泰利颱風,010,C2,臺南市政府,龍崎區牛埔里烏山腳里道(烏山高分8)復建工程,龍崎區,246,100,2012.12.25,2012.11.22,2013.01.08
Prj1206291440538710587,101年6月泰利颱風,011,C2,臺南市政府,南化區南化里蘇貞埔部落道路復建工程,南化區,438,100,2012.12.25,2012.11.01,2013.01.02
Prj1206151308134290012,101年6月泰利颱風,012,C2,臺南市政府,山上區玉峰里牛場往中坑(玉峰高分31左21右2)道路復建工程,山上區,530,100,2012.12.25,2013.02.20,2013.04.22
Prj1206151340418870031,101年6月泰利颱風,013,C2,臺南市政府,山上區蚵殼潭往中坑(玉陽高分21)道路復建工程,山上區,883,100,2012.12.25,2013.02.07,2013.04.23
Prj1206261621362320847,101年6月泰利颱風,014,C2,臺南市政府,龍崎區楠坑里樹子林3鄰(樹子高枝12)道路復建工程,龍崎區,233,100,2012.12.25,2012.12.10,2013.02.25
Prj1206291309102480226,101年6月泰利颱風,015,C2,臺南市政府,龍崎區土崎里礁坑南路巷道(武當分12右11)復建工程,龍崎區,146,100,2012.12.25,2012.10.30,2013.01.22
Prj1206191125083090228,101年6月泰利颱風,016,C2,臺南市政府,七股區十份里無名橋道路改善工程,七股區,407,100,2012.12.25,2012.12.06,2013.01.22
Prj1206141658555372770,101年6月泰利颱風,017,C2,臺南市政府,六甲區大丘里北勢坑道路復建工程,六甲區,77,100,2012.12.25,2012.11.22,2013.01.02
Prj1206261605431610795,101年6月泰利颱風,018,C2,臺南市政府,左鎮區岡林里往岡林68號巷道復建工程,左鎮區,8582.00,100,2012.12.25,2013.06.20,2013.10.29
Prj1206190959015350058,101年6月泰利颱風,019,C2,臺南市政府,龍崎區土崎里礁坑里道(礁坑高枝20)復建工程,龍崎區,344,100,2012.12.25,2012.10.30,2013.01.22
Prj1206191048383970147,101年6月泰利颱風,020,C2,臺南市政府,白河區崁頭里往中洲部落道路(崁頭幹20支21)復建工程,白河區,121,100,2012.12.25,2012.10.24,2012.12.14
Prj1206191358414380485,101年6月泰利颱風,021,C2,臺南市政府,龍崎區牛埔里瓊仔里道復建工程,龍崎區,410,100,2012.12.25,2012.11.22,2013.01.08
Prj1206181037197790122,101年6月泰利颱風,022,C2,臺南市政府,山上區玉峰里往明德監獄社區(玉峰高分72)道路復建工程,山上區,169,100,2012.12.25,2012.10.31,2012.11.30
Prj1206191030543300103,101年6月泰利颱風,023,C2,臺南市政府,龍崎區土崎里土崎頂巷道(土崎高分129-1右2)復建工程,龍崎區,716,100,2012.12.25,2012.10.23,2012.12.28
Prj1206141333468260096,101年6月泰利颱風,001,G1,臺南市政府,大內區曲溪蘆芝坑野溪復建工程,大內區,1344.00,100,2012.12.25,2012.11.15,2012.12.10
Prj1206220950057410093,101年6月泰利颱風,002,G1,臺南市政府,大內區頭社竹宅野溪復建工程,大內區,1148.00,100,2012.12.25,2012.11.22,2013.01.04
Prj1206151418138610066,101年6月泰利颱風,003,G1,臺南市政府,大內區頭社座埤內野溪復建工程,大內區,1327.00,100,2012.12.25,2012.11.29,2013.01.14
Prj1206141352118190149,101年6月泰利颱風,004,G1,臺南市政府,大內區環湖馬斗欄內坑野溪復建工程,大內區,1109.00,100,2012.12.25,2012.11.15,2012.12.10
Prj1206151446329470112,101年6月泰利颱風,005,G1,臺南市政府,大內區環湖鹽坑口橋樑復建工程,大內區,924,100,2012.12.25,2012.11.15,2012.12.19
Prj1206151103260970083,101年6月泰利颱風,006,G1,臺南市政府,山上區飛山湖土地公廟前邊坡崩塌改善工程,山上區,1205.00,100,2012.12.25,2012.12.19,2013.03.05
Prj1206131111557670017,101年6月泰利颱風,007,G1,臺南市政府,臺南市山上區草鞋仙野溪崩塌改善工程,山上區,1536.00,100,2012.12.25,2012.12.05,2013.02.20
Prj1206141348149020132,101年6月泰利颱風,008,G1,臺南市政府,臺南市山上區蘆芝坑野溪支線崩塌改善工程,山上區,990,100,2012.12.25,2012.12.05,2013.01.09
Prj1206271419595531035,101年6月泰利颱風,009,G1,臺南市政府,101六甲區王爺里柴坑農路邊坡復建工程,六甲區,3464.00,100,2012.12.25,2012.11.29,2013.02.19
Prj1206141440106540217,101年6月泰利颱風,010,G1,臺南市政府,101六甲區王爺里賢清宮後方邊坡復建工程,六甲區,236,100,2012.12.25,2012.10.23,2012.11.26
Prj1206261647555820970,101年6月泰利颱風,012,G1,臺南市政府,101年泰利颱風左鎮區草山里坑內農路支線復建工程,左鎮區,1869.00,100,2012.12.25,2013.02.01,2013.05.06
Prj1206191348380310467,101年6月泰利颱風,013,G1,臺南市政府,101年泰利颱風左鎮區睦光里竹坑農路旁野溪復建工程,左鎮區,563,100,2012.12.25,2012.11.27,2013.01.15
Prj1206191406446170525,101年6月泰利颱風,014,G1,臺南市政府,101年泰利颱風左鎮區睦光里睦光橋下野溪復建工程,左鎮區,2675.00,100,2012.12.25,2013.02.01,2013.04.26
Prj1206261352402470396,101年6月泰利颱風,015,G1,臺南市政府,101年泰莉颱風左鎮區內庄里睦光溝台20乙線0k+600旁野溪復建工程,左鎮區,1770.00,100,2012.12.25,2013.02.01,2013.04.26
Prj1206140908505500017,101年6月泰利颱風,016,G1,臺南市政府,三和里篤加柚(石牌高枝30)野溪復建工程,玉井區,755,100,2012.12.25,2012.11.06,2013.01.04
Prj1206181309027170008,101年6月泰利颱風,017,G1,臺南市政府,三埔里牛稠四號橋旁野溪護岸復建工程,玉井區,627,100,2012.12.25,2012.11.13,2013.01.15
Prj1206260841241630040,101年6月泰利颱風,018,G1,臺南市政府,玉井區望明里牛頭山野溪護岸（明林高分19右27右8電桿旁）復建工程,玉井區,229,100,2012.12.25,2012.11.20,2013.01.01
Prj1206191153099680342,101年6月泰利颱風,019,G1,臺南市政府,沙田里坑內野溪護岸崩塌復建工程,玉井區,5215.00,100,2012.12.25,2013.01.31,2013.04.22
Prj1206190923121560029,101年6月泰利颱風,020,G1,臺南市政府,沙田里獅子山橋旁野溪崩塌工程,玉井區,1890.00,100,2012.12.25,2012.12.04,2013.02.19
Prj1206191305594970410,101年6月泰利颱風,021,G1,臺南市政府,中正里口宵里段(舊社高枝5電桿旁)2處野溪護岸崩塌復建工程,"玉井區

玉井區",420,100,2012.12.25,2012.11.13,2013.03.29
Prj1206281122578870723,101年6月泰利颱風,022,G1,臺南市政府,白河區崎內里6鄰詹明山農田旁野溪護岸災害復建工程,白河區,692,100,2012.12.25,2012.10.22,2012.12.06
Prj1207131143330550127,101年6月泰利颱風,023,G1,臺南市政府,白河區崎內里照安宮前頭前溪護岸崩塌復建工程,白河區,1365.00,100,2012.12.25,2012.11.07,2012.12.27
Prj1206271920561552105,101年6月泰利颱風,024,G1,臺南市政府,東山區東原里班芝花坑野溪復建工程,東山區,432,100,2012.12.25,2012.11.07,2013.01.02
Prj1206251715552081935,101年6月泰利颱風,025,G1,臺南市政府,東山區青山里埤仔乾野溪復建工程,東山區,1946.00,100,2012.12.25,2012.12.26,2013.04.15
Prj1206181850190610545,101年6月泰利颱風,026,G1,臺南市政府,東山區青山里埤塘野溪(1)復建工程,東山區,1226.00,100,2012.12.25,2012.11.14,2013.01.14
Prj1206181905563500575,101年6月泰利颱風,027,G1,臺南市政府,東山區青山里埤塘野溪(2)復建工程,東山區,398,100,2012.12.25,2012.11.14,2013.01.14
Prj1206261634287250908,101年6月泰利颱風,028,G1,臺南市政府,東山區南勢里大洋野溪(2)復建工程,東山區,460,100,2012.12.25,2012.11.07,2012.12.17
Prj1206251400511870854,101年6月泰利颱風,029,G1,臺南市政府,東山區南勢里大洋野溪復建工程,東山區,227,100,2012.12.25,2012.11.07,2012.12.17
Prj1206131502551660087,101年6月泰利颱風,030,G1,臺南市政府,東山區南勢里雙溪野溪復建工程,東山區,6394.00,100,2012.12.25,2012.12.26,2013.04.23
Prj1206181819266300442,101年6月泰利颱風,031,G1,臺南市政府,東山區高原里北寮野溪復建工程,東山區,848,100,2012.12.25,2012.11.01,2012.12.21
Prj1206181806486640412,101年6月泰利颱風,032,G1,臺南市政府,東山區高原里鼎才窩野溪復建工程,東山區,2148.00,100,2012.12.25,2012.12.19,2013.03.12
Prj1206181930158110653,101年6月泰利颱風,033,G1,臺南市政府,東山區嶺南里楊桃腳野溪復建工程,東山區,560,100,2012.12.25,2012.11.07,2013.01.02
Prj1206161732277350158,101年6月泰利颱風,034,G1,臺南市政府,南化里舊南化橋下游護岸淘空復建工程,南化區,261,100,2012.12.25,2012.12.27,2013.06.07
Prj1206271045028100282,101年6月泰利颱風,035,G1,臺南市政府,南化區北平里9-2號後方擋土牆掏空復建工程,南化區,281,100,2012.12.25,2012.11.29,2013.01.15
Prj1206270957299820196,101年6月泰利颱風,036,G1,臺南市政府,南化區北平里第9鄰坑溝崩塌整治復建工程,南化區,1536.00,100,2012.12.25,2012.12.20,2013.02.01
Prj1206271055011880338,101年6月泰利颱風,037,G1,臺南市政府,南化區西埔里大溪埔護岸基礎掏空復建工程,南化區,417,100,2012.12.25,2012.12.27,2013.06.07
Prj1206161614312340101,101年6月泰利颱風,038,G1,臺南市政府,南化區西埔里荖葉宅擋土牆復建工程,南化區,191,100,2012.12.25,2012.12.27,2013.06.07
Prj1206191603127500826,101年6月泰利颱風,039,G1,臺南市政府,南化區東和里菁埔寮野溪護岸復建工程,南化區,305,100,2012.12.25,2012.12.27,2013.06.07
Prj1206151530380450190,101年6月泰利颱風,041,G1,臺南市政府,北桶頭坡地排水復建工程,柳營區,517,100,2012.12.25,2012.11.01,2013.01.05
Prj1206231644547450216,101年6月泰利颱風,042,G1,臺南市政府,匏仔園野溪護岸復建工程,柳營區,1493.00,100,2012.12.25,2012.11.27,2013.02.25
Prj1206201129430790182,101年6月泰利颱風,043,G1,臺南市政府,桶頭腳野溪跌水工復建工程,柳營區,731,100,2012.12.25,2012.10.23,2013.01.08
Prj1206191725203051019,101年6月泰利颱風,044,G1,臺南市政府,桶頭腳野溪護岸復建工程,柳營區,667,100,2012.12.25,2012.11.01,2013.01.02
Prj1206271423060681063,101年6月泰利颱風,045,G1,臺南市政府,鹽水坑坡地崩塌復建工程,柳營區,1666.00,100,2012.12.25,2012.11.29,2013.01.31
Prj1206291539278190801,101年6月泰利颱風,046,G1,臺南市政府,新化區大坑里虎源溪護岸災修工程,新化區,2314.00,100,2012.12.25,2012.11.27,2013.02.08
Prj1206221510243930887,101年6月泰利颱風,047,G1,臺南市政府,龜丹里三層傘野溪復建工程,楠西區,261,100,2012.12.25,2012.10.31,2012.11.30
Prj1206181312529370024,101年6月泰利颱風,048,G1,臺南市政府,龜丹里枋仔湖野溪復建工程,楠西區,808,100,2012.12.25,2012.11.29,2012.12.21
Prj1206281306212401090,101年6月泰利颱風,049,G1,臺南市政府,龜丹里枋仔湖野溪復建工程-1,楠西區,2887.00,100,2012.12.25,2012.12.14,2013.01.09
Prj1206181330244670057,101年6月泰利颱風,050,G1,臺南市政府,灣丘里香蕉山後屏野溪復建工程,楠西區,1549.00,100,2012.12.25,2012.12.07,2013.01.16
Prj1206191135101750264,101年6月泰利颱風,051,G1,臺南市政府,土崎里集會所旁崩塌復建工程,龍崎區,1837.00,100,2012.12.25,2012.12.25,2013.03.29
Prj1206191525559900681,101年6月泰利颱風,052,G1,臺南市政府,大坪里(番社高枝5)排水復建工程,龍崎區,158,100,2012.12.25,2012.11.06,2012.12.17
Prj1206191504406680627,101年6月泰利颱風,053,G1,臺南市政府,大坪里水坑溪(磅空高枝3)崩塌復建工程,龍崎區,422,100,2012.12.25,2012.11.06,2012.12.17
Prj1206191415333380540,101年6月泰利颱風,054,G1,臺南市政府,中坑里大溪清水宮前崩塌地復建工程,龍崎區,179,100,2012.12.25,2012.11.22,2013.02.20
Prj1206261425190080566,101年6月泰利颱風,055,G1,臺南市政府,中坑里冷水坑崩塌復建工程,龍崎區,924,100,2012.12.25,2012.11.22,2013.02.20
Prj1206191345339860460,101年6月泰利颱風,056,G1,臺南市政府,牛埔里牛埔農塘邊土地公廟旁崩塌復建工程,龍崎區,170,100,2012.12.25,2012.12.04,2013.04.17
Prj1206191539119240740,101年6月泰利颱風,057,G1,臺南市政府,石？里蜈蜞埔護岸(蜈蜞高枝22附近)復建工程,龍崎區,1759.00,100,2012.12.25,2012.12.25,2013.04.01
Prj1206191530296870697,101年6月泰利颱風,058,G1,臺南市政府,石？里蜈蜞埔護岸復建工程,龍崎區,829,100,2012.12.25,2012.12.25,2013.04.01
Prj1206261633214000903,101年6月泰利颱風,059,G1,臺南市政府,樹子林楠坑高分93崩塌復建工程,龍崎區,344,100,2012.12.25,2012.11.22,2013.02.20
Prj1206261632314870896,101年6月泰利颱風,060,G1,臺南市政府,龍船里長青橋下游護岸復建工程,龍崎區,530,100,2012.12.25,2012.12.04,2013.04.17
Prj1206191505587260632,101年6月泰利颱風,061,G1,臺南市政府,龍船里後壁溪護岸復建工程,龍崎區,743,100,2012.12.25,2012.12.04,2013.04.17
Prj1206191454140860597,101年6月泰利颱風,062,G1,臺南市政府,龍船里埤仔南167-1線區道旁崩塌復建工程,龍崎區,289,100,2012.12.25,2012.12.04,2013.04.17
Prj1206291420228610488,101年6月泰利颱風,063,G1,臺南市政府,關廟區下湖里下湖段591地號崩塌地復建工程,關廟區,431,100,2012.12.25,2012.12.18,2013.02.26
Prj1206221604060540053,101年6月泰利颱風,064,G1,臺南市政府,關廟區新埔段1827號護岸工程,關廟區,2106.00,100,2012.12.25,2012.12.14,2013.03.26
Prj1206271644526651741,101年6月泰利颱風,065,G1,臺南市政府,關廟區新埔段1987地號崩塌地復建工程,關廟區,664,100,2012.12.25,2012.12.18,2013.02.26
Prj1206231146455900027,101年6月泰利颱風,001,H3,臺南市政府,大內區二溪吉林分校旁農路復建工程,大內區,382,100,2012.12.25,2013.03.28,2013.05.07
Prj1206131135481540028,101年6月泰利颱風,002,H3,臺南市政府,大內區二溪其仔瓦中溝農路復建工程,大內區,220,100,2012.12.25,2013.03.28,2013.05.07
Prj1206181156243480170,101年6月泰利颱風,003,H3,臺南市政府,大內區二溪新社牛場農路復建工程,大內區,321,100,2012.12.25,2013.03.28,2013.05.07
Prj1206211523343470780,101年6月泰利颱風,004,H3,臺南市政府,大內區內郭大板田農路復建工程,大內區,150,100,2012.12.25,2012.10.30,2012.11.15
Prj1206271032456020257,101年6月泰利颱風,005,H3,臺南市政府,大內區內郭里公山農路復建工程,大內區,292,100,2012.12.25,2012.10.30,2012.11.15
Prj1206261116580220214,101年6月泰利颱風,006,H3,臺南市政府,大內區環湖竹圍後坑農路復建工程,大內區,818,100,2012.12.25,2012.11.15,2013.01.17
Prj1206141437082900211,101年6月泰利颱風,007,H3,臺南市政府,大內區環湖馬斗欄石公農路復建工程,大內區,606,100,2012.12.25,2012.10.18,2012.11.13
Prj1206231108145240000,101年6月泰利颱風,008,H3,臺南市政府,大內區環湖溪尾園農路復建工程,大內區,132,100,2012.12.25,2012.11.15,2013.01.17
Prj1206231137556270017,101年6月泰利颱風,009,H3,臺南市政府,大內區環湖燒灰坑農路復建工程,大內區,478,100,2012.12.25,2012.11.15,2013.01.17
Prj1206151116462310093,101年6月泰利颱風,010,H3,臺南市政府,山上區飛山湖農路下邊坡崩塌改善工程(0K+100處),山上區,1360.00,100,2012.12.25,2012.12.21,2013.03.05
Prj1206191024531180091,101年6月泰利颱風,011,H3,臺南市政府,101年大丘中坑產業農路復建工程,六甲區,702,100,2012.12.25,2012.11.01,2013.01.07
Prj1206251620308151688,101年6月泰利颱風,012,H3,臺南市政府,101年大丘里北勢坑產業道路崩塌復建工程,六甲區,837,100,2012.12.25,2012.11.01,2013.01.30
Prj1206211303490830354,101年6月泰利颱風,013,H3,臺南市政府,101年0610豪雨左鎮區中正里王萊坑農路支線復建工程,左鎮區,752,100,2012.12.25,2013.02.05,2013.04.01
Prj1206261305562950307,101年6月泰利颱風,014,H3,臺南市政府,101年泰利颱風左鎮區草山里中寮農路復建工程,左鎮區,7988.00,100,2012.12.25,2012.12.19,2013.06.07
Prj1206281010358500416,101年6月泰利颱風,015,H3,臺南市政府,101年泰利颱風左鎮區草山里石曹農路兩側邊坡復建工程,左鎮區,4448.00,100,2012.12.25,2012.12.19,2013.06.11
Prj1206261511263550626,101年6月泰利颱風,016,H3,臺南市政府,101年泰莉颱風左鎮區岡林里園頂農路災害復建工程,左鎮區,1223.00,100,2012.12.25,2013.02.05,2013.04.01
Prj1206141441458010218,101年6月泰利颱風,017,H3,臺南市政府,左鎮區二寮本部落(二寮高分37右14)農南左223號農路崩塌改善工程,左鎮區,10970.00,100,2013.04.25,2013.03.12,2013.08.04
Prj1206251325155410643,101年6月泰利颱風,018,H3,臺南市政府,玉井區望明里農路（玉山高幹310右1電桿旁）復建工程,玉井區,263,100,2012.12.25,2013.03.21,2013.05.21
Prj1206281641068001830,101年6月泰利颱風,019,H3,臺南市政府,玉井區層林里內層林農路(明林高分50左21右5)復建工程,玉井區,562,100,2012.12.25,2012.11.20,2013.04.12
Prj1206181454517480169,101年6月泰利颱風,020,H3,臺南市政府,沙田里山后(虎尾高枝54旁)農路復建工程,玉井區,240,100,2012.12.25,2012.11.13,2012.12.05
Prj1206270858151190074,101年6月泰利颱風,021,H3,臺南市政府,三和里篤加柚(篤加柚高分47.40電桿旁)農路復建工程,"玉井區

玉井區",350,100,2012.12.25,2013.01.10,2013.04.20
Prj1206262132172171213,101年6月泰利颱風,022,H3,臺南市政府,仙草里(木屐寮段67-21地號)災害復建工程,白河區,2127.00,100,2012.12.25,2012.12.12,2013.02.27
Prj1206262057046101209,101年6月泰利颱風,023,H3,臺南市政府,關嶺里粗坑農路災害復建工程,白河區,416,100,2012.12.25,2012.12.12,2013.02.27
Prj1207191711125860294,101年6月泰利颱風,024,H3,臺南市政府,東山區大坑垃圾掩埋場進場道路損害修復工程,東山區,2649.00,100,2012.12.25,2012.12.12,2013.04.15
Prj1206182019243230781,101年6月泰利颱風,025,H3,臺南市政府,東山區水雲里尪仔尪腳農路復建工程,東山區,5517.00,100,2012.12.25,2013.01.10,2013.05.23
Prj1206182005435220739,101年6月泰利颱風,026,H3,臺南市政府,東山區林安里番子厝農路復建工程,東山區,1494.00,100,2012.12.25,2012.11.07,2013.02.07
Prj1206271913554472094,101年6月泰利颱風,027,H3,臺南市政府,東山區青山里埤塘農路(3)復建工程,東山區,1168.00,100,2012.12.25,2012.11.07,2013.03.13
Prj1206181842497120503,101年6月泰利颱風,028,H3,臺南市政府,東山區青山里鹼土堀農路復建工程,東山區,642,100,2012.12.25,2012.11.07,2013.03.13
Prj1206281710222342040,101年6月泰利颱風,029,H3,臺南市政府,東山區南勢里牛轆坑農路(2)復建工程,東山區,106,100,2012.12.25,2012.11.21,2013.01.28
Prj1206181953317550699,101年6月泰利颱風,030,H3,臺南市政府,東山區南勢里牛轆坑農路復建工程,東山區,1550.00,100,2012.12.25,2012.11.21,2013.01.28
Prj1206150724090920023,101年6月泰利颱風,031,H3,臺南市政府,東山區南勢里後坑尾農路復建工程,東山區,732,100,2012.12.25,2012.11.08,2012.12.03
Prj1206271957149132168,101年6月泰利颱風,032,H3,臺南市政府,東山區南溪里大坪頂農路復建工程,東山區,1453.00,100,2012.12.25,2012.11.07,2013.02.13
Prj1206181716533070377,101年6月泰利颱風,033,H3,臺南市政府,東山區南溪里南水農路復建工程,東山區,2197.00,100,2012.12.25,2012.12.05,2013.05.30
Prj1206281636140351820,101年6月泰利颱風,034,H3,臺南市政府,小崙里冷目水農路復建工程,南化區,1315.00,100,2012.12.25,2012.12.04,2013.03.08
Prj1206280838298960052,101年6月泰利颱風,035,H3,臺南市政府,小崙里照東農路B區復建工程,南化區,873,100,2012.12.25,2012.12.04,2013.03.08
Prj1206280920454050209,101年6月泰利颱風,036,H3,臺南市政府,小崙里興農宮後農路復建工程,南化區,1326.00,100,2012.12.25,2012.12.04,2013.03.08
Prj1206280946512890311,101年6月泰利颱風,037,H3,臺南市政府,小崙里鏡面農路復建工程,南化區,142,100,2012.12.25,2012.12.04,2013.03.08
Prj1206260037559502984,101年6月泰利颱風,038,H3,臺南市政府,中坑里山尾寮農路復建工程,南化區,811,100,2012.12.25,2012.12.18,2013.03.21
Prj1206260009180332898,101年6月泰利颱風,039,H3,臺南市政府,北平里山溝農路復建工程,南化區,88,100,2012.12.25,2012.12.18,2013.03.21
Prj1206260018161782925,101年6月泰利颱風,040,H3,臺南市政府,北平里過苓仔農路復建工程,南化區,317,100,2012.12.25,2012.12.18,2013.03.21
Prj1206262145385631234,101年6月泰利颱風,041,H3,臺南市政府,北平里檨仔湖坑農路復建工程B段,南化區,449,100,2012.12.25,2012.12.04,2013.05.17
Prj1206170228024420175,101年6月泰利颱風,042,H3,臺南市政府,北寮里神賜埔農路復建工程,南化區,1428.00,100,2012.12.25,2012.12.04,2013.05.17
Prj1206252359227332864,101年6月泰利颱風,045,H3,臺南市政府,玉山里柚仔腳農路復建工程,南化區,387,100,2012.12.25,2012.12.04,2013.05.17
Prj1206170059416910087,101年6月泰利颱風,046,H3,臺南市政府,西埔里鏡山農路復建工程A段,南化區,402,100,2012.12.25,2012.12.18,2013.03.21
Prj1206170118383600106,101年6月泰利颱風,047,H3,臺南市政府,東和里下湖農路復建工程,南化區,2103.00,100,2012.12.25,2012.12.11,2013.03.15
Prj1206181818199600436,101年6月泰利颱風,048,H3,臺南市政府,東和里心仔寮農路復建工程,南化區,208,100,2012.12.25,2012.12.11,2013.03.15
Prj1206280934180570274,101年6月泰利颱風,049,H3,臺南市政府,東和里驪山老母宮後農路復建工程,南化區,1038.00,100,2012.12.25,2012.12.11,2013.03.15
Prj1206281109345650644,101年6月泰利颱風,050,H3,臺南市政府,南化里坑內農路復建工程,南化區,807,100,2012.12.25,2012.12.18,2013.03.21
Prj1206170029548120060,101年6月泰利颱風,051,H3,臺南市政府,南化里柴湖農路復建工程,南化區,387,100,2012.12.25,2012.12.18,2013.03.21
Prj1206170015064260048,101年6月泰利颱風,052,H3,臺南市政府,南化里鏡山農路復建工程,南化區,483,100,2012.12.25,2012.12.18,2013.03.21
Prj1206181650508780323,101年6月泰利颱風,053,H3,臺南市政府,石頭坑〈一〉農路復建工程,柳營區,458,100,2012.12.25,2012.11.13,2013.01.10
Prj1206191547129930774,101年6月泰利颱風,054,H3,臺南市政府,石頭坑〈二〉農路復建工程,柳營區,433,100,2012.12.25,2012.11.13,2013.01.10
Prj1206271335362150839,101年6月泰利颱風,055,H3,臺南市政府,知母湖農路復建工程,柳營區,1100.00,100,2012.12.25,2012.11.29,2013.03.08
Prj1206181909097870577,101年6月泰利颱風,056,H3,臺南市政府,密枝東勢坑農路復建工程,楠西區,496,100,2012.12.25,2012.10.24,2012.11.30
Prj1206272132034182215,101年6月泰利颱風,057,H3,臺南市政府,密枝檨仔坑農路復建工程,楠西區,521,100,2012.12.25,2012.10.24,2012.11.26
Prj1206182020001070787,101年6月泰利颱風,058,H3,臺南市政府,密枝雙溪農路復建工程,楠西區,2467.00,100,2012.12.25,2012.12.26,2013.02.03
Prj1206181830418010475,101年6月泰利颱風,059,H3,臺南市政府,照興口山頂農路復建工程,楠西區,203,100,2012.12.25,2012.10.31,2012.11.30
Prj1206272154495272260,101年6月泰利颱風,060,H3,臺南市政府,照興頭埔農路復建工程,楠西區,1051.00,100,2012.12.25,2012.10.24,2013.01.07
Prj1206182034150600836,101年6月泰利颱風,061,H3,臺南市政府,龜丹豬灶坑農路復建工程,楠西區,265,100,2012.12.25,2012.10.24,2012.11.30
Prj1206272208430662308,101年6月泰利颱風,062,H3,臺南市政府,灣丘竹仔圾農路復建工程,楠西區,3767.00,100,2012.12.25,2012.12.25,2013.05.17
Prj1206182040387510844,101年6月泰利颱風,063,H3,臺南市政府,灣丘鳳興農路復建工程,楠西區,524,100,2012.12.25,2012.10.24,2012.11.30
Prj1206191521337820662,101年6月泰利颱風,064,H3,臺南市政府,密枝南山林道農路復建工程,"楠西區

楠西區",1058.00,100,2012.12.25,2012.11.14,2013.03.12
Prj1206270807216720024,101年6月泰利颱風,065,H3,臺南市政府,土崎里內考潭農路復建工程,龍崎區,2187.00,100,2012.12.25,2013.01.03,2013.03.27
Prj1206191206043180381,101年6月泰利颱風,066,H3,臺南市政府,牛埔里五間農路復建工程,龍崎區,188,100,2012.12.25,2013.02.26,2013.05.30
Prj1206191436500680554,101年6月泰利颱風,067,H3,臺南市政府,石？里刺子崙農路(石？高幹11右6左分7)復建工程,龍崎區,1190.00,100,2012.12.25,2013.02.26,2013.05.30
Prj1206191557045910801,101年6月泰利颱風,068,H3,臺南市政府,崎頂里水坑農路復建工程,龍崎區,2881.00,100,2012.12.25,2012.12.18,2013.04.24
